removed_ids
2019-08-20 10:01:00|Monitor15.txt|07
2019-08-20 10:01:00|Monitor21.txt|27
2019-08-20 10:01:00|Monitor27.txt|17
2019-08-20 10:01:00|Monitor27.txt|31
2019-08-20 10:01:00|Monitor3.txt|22
2019-08-20 10:01:00|Monitor3.txt|23
2019-08-20 10:01:00|Monitor3.txt|24
2019-08-20 10:01:00|Monitor3.txt|25
2019-08-20 10:01:00|Monitor3.txt|26
2019-08-20 10:01:00|Monitor3.txt|27
2019-08-20 10:01:00|Monitor3.txt|28
2019-08-20 10:01:00|Monitor3.txt|29
2019-08-20 10:01:00|Monitor3.txt|30
2019-08-20 10:01:00|Monitor3.txt|31
2019-08-20 10:01:00|Monitor3.txt|32
2019-08-20 10:01:00|Monitor38.txt|10
