bout_lengths,d1,d2,d3
138,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
52,Iso,M,SIP-L2-1
38,Iso,M,SIP-L2-1
32,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
17,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
47,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
35,Iso,M,SIP-L2-1
27,Iso,M,SIP-L2-1
36,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
33,Iso,M,SIP-L2-1
33,Iso,M,SIP-L2-1
30,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
19,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
16,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
62,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
24,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
17,Iso,M,SIP-L2-1
24,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
38,Iso,M,SIP-L2-1
25,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
30,Iso,M,SIP-L2-1
36,Iso,M,SIP-L2-1
48,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
28,Iso,M,SIP-L2-1
22,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
19,Iso,M,SIP-L2-1
39,Iso,M,SIP-L2-1
16,Iso,M,SIP-L2-1
16,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
16,Iso,M,SIP-L2-1
22,Iso,M,SIP-L2-1
28,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
48,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
18,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
53,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
17,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
26,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
34,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
27,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
40,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
37,Iso,M,SIP-L2-1
20,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
34,Iso,M,SIP-L2-1
29,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
38,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
18,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
19,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
18,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
70,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
49,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
40,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
40,Iso,M,SIP-L2-1
33,Iso,M,SIP-L2-1
17,Iso,M,SIP-L2-1
28,Iso,M,SIP-L2-1
30,Iso,M,SIP-L2-1
38,Iso,M,SIP-L2-1
18,Iso,M,SIP-L2-1
49,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
20,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
44,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
18,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
16,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
44,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
30,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
29,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
24,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
22,Iso,M,SIP-L2-1
29,Iso,M,SIP-L2-1
48,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
22,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
23,Iso,M,SIP-L2-1
40,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
36,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
41,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
52,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
18,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
32,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
16,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
18,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
17,Iso,M,SIP-L2-1
30,Iso,M,SIP-L2-1
22,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
18,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
19,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
27,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
17,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
30,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
43,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
21,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
29,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
50,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
31,Iso,M,SIP-L2-1
16,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
19,Iso,M,SIP-L2-1
20,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
55,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
21,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
38,Iso,M,SIP-L2-1
23,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
16,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
30,Iso,M,SIP-L2-1
102,Iso,M,SIP-L2-1
35,Iso,M,SIP-L2-1
51,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
35,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
51,Iso,M,SIP-L2-1
24,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
25,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
19,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
23,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
60,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
51,Iso,M,SIP-L2-1
35,Iso,M,SIP-L2-1
23,Iso,M,SIP-L2-1
24,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
33,Iso,M,SIP-L2-1
42,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
26,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
18,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
40,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
31,Iso,M,SIP-L2-1
39,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
62,Iso,M,SIP-L2-1
24,Iso,M,SIP-L2-1
32,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
43,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
39,Iso,M,SIP-L2-1
22,Iso,M,SIP-L2-1
48,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
54,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
38,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
32,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
22,Iso,M,SIP-L2-1
63,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
17,Iso,M,SIP-L2-1
51,Iso,M,SIP-L2-1
44,Iso,M,SIP-L2-1
33,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
49,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
43,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
45,Iso,M,SIP-L2-1
22,Iso,M,SIP-L2-1
38,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
55,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
34,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
44,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
23,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
31,Iso,M,SIP-L2-1
17,Iso,M,SIP-L2-1
47,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
19,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
27,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
38,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
36,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
55,Iso,M,SIP-L2-1
39,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
50,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
18,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
53,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
67,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
31,Iso,M,SIP-L2-1
39,Iso,M,SIP-L2-1
31,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
17,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
39,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
48,Iso,M,SIP-L2-1
32,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
35,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
49,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
40,Iso,M,SIP-L2-1
69,Iso,M,SIP-L2-1
39,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
39,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
26,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
44,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
25,Iso,M,SIP-L2-1
37,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
38,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
260,Iso,M,SIP-L2-1
20,Iso,M,SIP-L2-1
20,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
36,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
49,Iso,M,SIP-L2-1
24,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
25,Iso,M,SIP-L2-1
23,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
676,Iso,M,SIP-L2-1
39,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
16,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
30,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
21,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
63,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
39,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
28,Iso,M,SIP-L2-1
233,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
21,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
30,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
23,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
28,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
34,Iso,M,SIP-L2-1
68,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
26,Iso,M,SIP-L2-1
21,Iso,M,SIP-L2-1
58,Iso,M,SIP-L2-1
36,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
30,Iso,M,SIP-L2-1
32,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
40,Iso,M,SIP-L2-1
19,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
16,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
24,Iso,M,SIP-L2-1
34,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
631,Iso,M,SIP-L2-1
19,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
41,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
44,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
50,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
62,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
49,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
54,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
89,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
42,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
35,Iso,M,SIP-L2-1
20,Iso,M,SIP-L2-1
22,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
16,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
54,Iso,M,SIP-L2-1
32,Iso,M,SIP-L2-1
142,Iso,M,SIP-L2-1
65,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
93,Iso,M,SIP-L2-1
59,Iso,M,SIP-L2-1
66,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
20,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
41,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
22,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
18,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
81,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
42,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
64,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
22,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
36,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
75,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
19,Iso,M,SIP-L2-1
36,Iso,M,SIP-L2-1
28,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
27,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
16,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
19,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
17,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
24,Iso,M,SIP-L2-1
18,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
89,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
46,Iso,M,SIP-L2-1
74,Iso,M,SIP-L2-1
102,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
38,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
17,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
18,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
39,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
20,Iso,M,SIP-L2-1
16,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
67,Iso,M,SIP-L2-1
336,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
19,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
21,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
19,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
28,Iso,M,SIP-L2-1
18,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
18,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
17,Iso,M,SIP-L2-1
17,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
17,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
42,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
26,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
16,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
29,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
45,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
84,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
37,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
16,Iso,M,SIP-L2-1
16,Iso,M,SIP-L2-1
20,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
24,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
11,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
21,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
12,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
24,Iso,M,SIP-L2-1
25,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
21,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
18,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
8,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
9,Iso,M,SIP-L2-1
10,Iso,M,SIP-L2-1
34,Iso,M,SIP-L2-1
28,Iso,M,SIP-L2-1
15,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
5,Iso,M,SIP-L2-1
20,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
37,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
35,Iso,M,SIP-L2-1
13,Iso,M,SIP-L2-1
7,Iso,M,SIP-L2-1
31,Iso,M,SIP-L2-1
6,Iso,M,SIP-L2-1
14,Iso,M,SIP-L2-1
