bout_lengths,d1,d2,d3
6,Grp,M,SIP-S2-8
34,Grp,M,SIP-S2-8
20,Grp,M,SIP-S2-8
20,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
37,Grp,M,SIP-S2-8
13,Grp,M,SIP-S2-8
16,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
76,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
13,Grp,M,SIP-S2-8
35,Grp,M,SIP-S2-8
15,Grp,M,SIP-S2-8
15,Grp,M,SIP-S2-8
30,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
46,Grp,M,SIP-S2-8
34,Grp,M,SIP-S2-8
37,Grp,M,SIP-S2-8
19,Grp,M,SIP-S2-8
30,Grp,M,SIP-S2-8
23,Grp,M,SIP-S2-8
32,Grp,M,SIP-S2-8
14,Grp,M,SIP-S2-8
25,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
39,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
289,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
301,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
13,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
28,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
16,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
18,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
38,Grp,M,SIP-S2-8
15,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
21,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
13,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
22,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
21,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
20,Grp,M,SIP-S2-8
14,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
167,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
56,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
110,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
28,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
14,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
14,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
30,Grp,M,SIP-S2-8
24,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
26,Grp,M,SIP-S2-8
26,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
16,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
23,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
22,Grp,M,SIP-S2-8
28,Grp,M,SIP-S2-8
40,Grp,M,SIP-S2-8
70,Grp,M,SIP-S2-8
25,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
24,Grp,M,SIP-S2-8
16,Grp,M,SIP-S2-8
28,Grp,M,SIP-S2-8
26,Grp,M,SIP-S2-8
23,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
14,Grp,M,SIP-S2-8
16,Grp,M,SIP-S2-8
182,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
30,Grp,M,SIP-S2-8
28,Grp,M,SIP-S2-8
23,Grp,M,SIP-S2-8
41,Grp,M,SIP-S2-8
14,Grp,M,SIP-S2-8
23,Grp,M,SIP-S2-8
15,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
14,Grp,M,SIP-S2-8
21,Grp,M,SIP-S2-8
23,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
30,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
15,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
20,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
98,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
19,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
36,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
13,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
42,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
25,Grp,M,SIP-S2-8
69,Grp,M,SIP-S2-8
67,Grp,M,SIP-S2-8
35,Grp,M,SIP-S2-8
117,Grp,M,SIP-S2-8
34,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
16,Grp,M,SIP-S2-8
13,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
41,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
13,Grp,M,SIP-S2-8
37,Grp,M,SIP-S2-8
92,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
54,Grp,M,SIP-S2-8
13,Grp,M,SIP-S2-8
37,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
32,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
29,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
41,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
48,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
19,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
14,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
43,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
16,Grp,M,SIP-S2-8
23,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
131,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
121,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
44,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
19,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
21,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
82,Grp,M,SIP-S2-8
33,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
33,Grp,M,SIP-S2-8
14,Grp,M,SIP-S2-8
72,Grp,M,SIP-S2-8
28,Grp,M,SIP-S2-8
53,Grp,M,SIP-S2-8
15,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
52,Grp,M,SIP-S2-8
47,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
15,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
21,Grp,M,SIP-S2-8
18,Grp,M,SIP-S2-8
14,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
37,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
35,Grp,M,SIP-S2-8
36,Grp,M,SIP-S2-8
22,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
15,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
24,Grp,M,SIP-S2-8
15,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
18,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
24,Grp,M,SIP-S2-8
20,Grp,M,SIP-S2-8
31,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
23,Grp,M,SIP-S2-8
19,Grp,M,SIP-S2-8
25,Grp,M,SIP-S2-8
26,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
26,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
23,Grp,M,SIP-S2-8
16,Grp,M,SIP-S2-8
23,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
18,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
41,Grp,M,SIP-S2-8
23,Grp,M,SIP-S2-8
45,Grp,M,SIP-S2-8
21,Grp,M,SIP-S2-8
21,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
36,Grp,M,SIP-S2-8
29,Grp,M,SIP-S2-8
14,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
19,Grp,M,SIP-S2-8
18,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
19,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
43,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
43,Grp,M,SIP-S2-8
24,Grp,M,SIP-S2-8
51,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
37,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
49,Grp,M,SIP-S2-8
111,Grp,M,SIP-S2-8
24,Grp,M,SIP-S2-8
47,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
35,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
23,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
27,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
18,Grp,M,SIP-S2-8
14,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
21,Grp,M,SIP-S2-8
22,Grp,M,SIP-S2-8
41,Grp,M,SIP-S2-8
45,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
41,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
27,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
55,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
33,Grp,M,SIP-S2-8
13,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
40,Grp,M,SIP-S2-8
18,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
13,Grp,M,SIP-S2-8
14,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
108,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
13,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
50,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
21,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
14,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
20,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
16,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
19,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
15,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
20,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
18,Grp,M,SIP-S2-8
13,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
24,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
13,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
19,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
36,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
97,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
202,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
53,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
15,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
36,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
38,Grp,M,SIP-S2-8
13,Grp,M,SIP-S2-8
127,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
21,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
25,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
56,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
30,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
52,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
90,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
92,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
129,Grp,M,SIP-S2-8
43,Grp,M,SIP-S2-8
13,Grp,M,SIP-S2-8
14,Grp,M,SIP-S2-8
16,Grp,M,SIP-S2-8
13,Grp,M,SIP-S2-8
42,Grp,M,SIP-S2-8
43,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
148,Grp,M,SIP-S2-8
25,Grp,M,SIP-S2-8
23,Grp,M,SIP-S2-8
26,Grp,M,SIP-S2-8
14,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
16,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
70,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
37,Grp,M,SIP-S2-8
21,Grp,M,SIP-S2-8
49,Grp,M,SIP-S2-8
55,Grp,M,SIP-S2-8
23,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
15,Grp,M,SIP-S2-8
100,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
29,Grp,M,SIP-S2-8
38,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
30,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
35,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
15,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
21,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
13,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
23,Grp,M,SIP-S2-8
34,Grp,M,SIP-S2-8
14,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
31,Grp,M,SIP-S2-8
14,Grp,M,SIP-S2-8
22,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
29,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
24,Grp,M,SIP-S2-8
13,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
43,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
23,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
40,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
47,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
39,Grp,M,SIP-S2-8
18,Grp,M,SIP-S2-8
15,Grp,M,SIP-S2-8
31,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
20,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
21,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
19,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
14,Grp,M,SIP-S2-8
36,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
44,Grp,M,SIP-S2-8
13,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
14,Grp,M,SIP-S2-8
14,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
18,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
54,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
20,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
13,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
14,Grp,M,SIP-S2-8
15,Grp,M,SIP-S2-8
15,Grp,M,SIP-S2-8
34,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
20,Grp,M,SIP-S2-8
32,Grp,M,SIP-S2-8
24,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
21,Grp,M,SIP-S2-8
15,Grp,M,SIP-S2-8
122,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
25,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
70,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
38,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
18,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
20,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
41,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
12,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
38,Grp,M,SIP-S2-8
24,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
19,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
25,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
28,Grp,M,SIP-S2-8
8,Grp,M,SIP-S2-8
71,Grp,M,SIP-S2-8
6,Grp,M,SIP-S2-8
63,Grp,M,SIP-S2-8
16,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
13,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
28,Grp,M,SIP-S2-8
15,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
22,Grp,M,SIP-S2-8
47,Grp,M,SIP-S2-8
36,Grp,M,SIP-S2-8
21,Grp,M,SIP-S2-8
10,Grp,M,SIP-S2-8
17,Grp,M,SIP-S2-8
28,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
9,Grp,M,SIP-S2-8
11,Grp,M,SIP-S2-8
7,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
5,Grp,M,SIP-S2-8
