file,monitor,region_id,status,start_datetime,stop_datetime,sex,genotype,temp,treatment
Monitor46.txt,M46,29,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 12:12,21.5C,SIP_S1_2 12:12
Monitor46.txt,M46,30,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 12:12,21.5C,SIP_S1_2 12:12
Monitor46.txt,M46,31,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 12:12,21.5C,SIP_S1_2 12:12
Monitor46.txt,M46,32,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 12:12,21.5C,SIP_S1_2 12:12
Monitor49.txt,M49,1,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,2,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,3,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,4,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,5,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,6,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,7,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,8,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,9,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,10,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,11,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,12,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,13,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,14,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,15,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,16,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,17,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,18,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,19,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,20,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,21,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,22,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,23,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,24,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,25,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,26,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,27,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,28,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,29,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
Monitor49.txt,M49,30,OK,2024-11-22 09:05:00,2024-11-30 09:05:00,M,SIP_S1_2 8:16,21.5C,SIP_S1_2 8:16
