bout_lengths,d1,d2,d3
13,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
19,Iso,M,SIP-S2-1
20,Iso,M,SIP-S2-1
35,Iso,M,SIP-S2-1
7,Iso,M,SIP-S2-1
28,Iso,M,SIP-S2-1
17,Iso,M,SIP-S2-1
19,Iso,M,SIP-S2-1
13,Iso,M,SIP-S2-1
13,Iso,M,SIP-S2-1
15,Iso,M,SIP-S2-1
44,Iso,M,SIP-S2-1
11,Iso,M,SIP-S2-1
14,Iso,M,SIP-S2-1
19,Iso,M,SIP-S2-1
43,Iso,M,SIP-S2-1
7,Iso,M,SIP-S2-1
18,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
16,Iso,M,SIP-S2-1
25,Iso,M,SIP-S2-1
7,Iso,M,SIP-S2-1
8,Iso,M,SIP-S2-1
68,Iso,M,SIP-S2-1
9,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
15,Iso,M,SIP-S2-1
17,Iso,M,SIP-S2-1
44,Iso,M,SIP-S2-1
10,Iso,M,SIP-S2-1
12,Iso,M,SIP-S2-1
8,Iso,M,SIP-S2-1
10,Iso,M,SIP-S2-1
11,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
10,Iso,M,SIP-S2-1
14,Iso,M,SIP-S2-1
32,Iso,M,SIP-S2-1
19,Iso,M,SIP-S2-1
64,Iso,M,SIP-S2-1
31,Iso,M,SIP-S2-1
80,Iso,M,SIP-S2-1
20,Iso,M,SIP-S2-1
13,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
5,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
12,Iso,M,SIP-S2-1
9,Iso,M,SIP-S2-1
13,Iso,M,SIP-S2-1
29,Iso,M,SIP-S2-1
8,Iso,M,SIP-S2-1
17,Iso,M,SIP-S2-1
37,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
31,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
61,Iso,M,SIP-S2-1
62,Iso,M,SIP-S2-1
17,Iso,M,SIP-S2-1
8,Iso,M,SIP-S2-1
31,Iso,M,SIP-S2-1
13,Iso,M,SIP-S2-1
23,Iso,M,SIP-S2-1
29,Iso,M,SIP-S2-1
14,Iso,M,SIP-S2-1
7,Iso,M,SIP-S2-1
28,Iso,M,SIP-S2-1
8,Iso,M,SIP-S2-1
49,Iso,M,SIP-S2-1
9,Iso,M,SIP-S2-1
10,Iso,M,SIP-S2-1
37,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
85,Iso,M,SIP-S2-1
14,Iso,M,SIP-S2-1
134,Iso,M,SIP-S2-1
22,Iso,M,SIP-S2-1
44,Iso,M,SIP-S2-1
7,Iso,M,SIP-S2-1
66,Iso,M,SIP-S2-1
12,Iso,M,SIP-S2-1
162,Iso,M,SIP-S2-1
5,Iso,M,SIP-S2-1
19,Iso,M,SIP-S2-1
16,Iso,M,SIP-S2-1
15,Iso,M,SIP-S2-1
61,Iso,M,SIP-S2-1
116,Iso,M,SIP-S2-1
8,Iso,M,SIP-S2-1
31,Iso,M,SIP-S2-1
8,Iso,M,SIP-S2-1
47,Iso,M,SIP-S2-1
45,Iso,M,SIP-S2-1
53,Iso,M,SIP-S2-1
8,Iso,M,SIP-S2-1
99,Iso,M,SIP-S2-1
5,Iso,M,SIP-S2-1
33,Iso,M,SIP-S2-1
20,Iso,M,SIP-S2-1
400,Iso,M,SIP-S2-1
5,Iso,M,SIP-S2-1
68,Iso,M,SIP-S2-1
18,Iso,M,SIP-S2-1
80,Iso,M,SIP-S2-1
29,Iso,M,SIP-S2-1
125,Iso,M,SIP-S2-1
5,Iso,M,SIP-S2-1
51,Iso,M,SIP-S2-1
9,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
30,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
89,Iso,M,SIP-S2-1
9,Iso,M,SIP-S2-1
240,Iso,M,SIP-S2-1
8,Iso,M,SIP-S2-1
257,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
260,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
70,Iso,M,SIP-S2-1
8,Iso,M,SIP-S2-1
210,Iso,M,SIP-S2-1
5,Iso,M,SIP-S2-1
39,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
275,Iso,M,SIP-S2-1
8,Iso,M,SIP-S2-1
191,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
103,Iso,M,SIP-S2-1
10,Iso,M,SIP-S2-1
64,Iso,M,SIP-S2-1
19,Iso,M,SIP-S2-1
96,Iso,M,SIP-S2-1
15,Iso,M,SIP-S2-1
8,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
49,Iso,M,SIP-S2-1
9,Iso,M,SIP-S2-1
166,Iso,M,SIP-S2-1
10,Iso,M,SIP-S2-1
100,Iso,M,SIP-S2-1
8,Iso,M,SIP-S2-1
25,Iso,M,SIP-S2-1
12,Iso,M,SIP-S2-1
82,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
41,Iso,M,SIP-S2-1
9,Iso,M,SIP-S2-1
136,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
46,Iso,M,SIP-S2-1
5,Iso,M,SIP-S2-1
41,Iso,M,SIP-S2-1
12,Iso,M,SIP-S2-1
10,Iso,M,SIP-S2-1
5,Iso,M,SIP-S2-1
13,Iso,M,SIP-S2-1
61,Iso,M,SIP-S2-1
19,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
42,Iso,M,SIP-S2-1
153,Iso,M,SIP-S2-1
5,Iso,M,SIP-S2-1
251,Iso,M,SIP-S2-1
31,Iso,M,SIP-S2-1
27,Iso,M,SIP-S2-1
31,Iso,M,SIP-S2-1
7,Iso,M,SIP-S2-1
73,Iso,M,SIP-S2-1
126,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
30,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
45,Iso,M,SIP-S2-1
17,Iso,M,SIP-S2-1
38,Iso,M,SIP-S2-1
7,Iso,M,SIP-S2-1
166,Iso,M,SIP-S2-1
7,Iso,M,SIP-S2-1
14,Iso,M,SIP-S2-1
5,Iso,M,SIP-S2-1
57,Iso,M,SIP-S2-1
75,Iso,M,SIP-S2-1
67,Iso,M,SIP-S2-1
37,Iso,M,SIP-S2-1
116,Iso,M,SIP-S2-1
59,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
16,Iso,M,SIP-S2-1
139,Iso,M,SIP-S2-1
49,Iso,M,SIP-S2-1
6,Iso,M,SIP-S2-1
22,Iso,M,SIP-S2-1
10,Iso,M,SIP-S2-1
25,Iso,M,SIP-S2-1
77,Iso,M,SIP-S2-1
43,Iso,M,SIP-S2-1
49,Iso,M,SIP-S2-1
42,Iso,M,SIP-S2-1
60,Iso,M,SIP-S2-1
5,Iso,M,SIP-S2-1
5,Iso,M,SIP-S2-1
60,Iso,M,SIP-S2-1
9,Iso,M,SIP-S2-1
26,Iso,M,SIP-S2-1
44,Iso,M,SIP-S2-1
49,Iso,M,SIP-S2-1
26,Iso,M,SIP-S2-1
28,Iso,M,SIP-S2-1
37,Iso,M,SIP-S2-1
7,Iso,M,SIP-S2-1
9,Iso,M,SIP-S2-1
75,Iso,M,SIP-S2-1
83,Iso,M,SIP-S2-1
14,Iso,M,SIP-S2-1
184,Iso,M,SIP-S2-1
7,Iso,M,SIP-S2-1
94,Iso,M,SIP-S2-1
5,Iso,M,SIP-S2-1
8,Iso,M,SIP-S2-1
56,Iso,M,SIP-S2-1
9,Iso,M,SIP-S2-1
17,Iso,M,SIP-S2-1
21,Iso,M,SIP-S2-1
40,Iso,M,SIP-S2-1
20,Iso,M,SIP-S2-1
49,Iso,M,SIP-S2-1
26,Iso,M,SIP-S2-1
34,Iso,M,SIP-S2-1
8,Iso,M,SIP-S2-1
39,Iso,M,SIP-S2-1
33,Iso,M,SIP-S2-1
139,Iso,M,SIP-S2-1
37,Iso,M,SIP-S2-1
53,Iso,M,SIP-S2-1
12,Grp,M,SIP-S2-1
9,Grp,M,SIP-S2-1
195,Grp,M,SIP-S2-1
192,Grp,M,SIP-S2-1
127,Grp,M,SIP-S2-1
12,Grp,M,SIP-S2-1
55,Grp,M,SIP-S2-1
37,Grp,M,SIP-S2-1
84,Grp,M,SIP-S2-1
22,Grp,M,SIP-S2-1
69,Grp,M,SIP-S2-1
112,Grp,M,SIP-S2-1
50,Grp,M,SIP-S2-1
11,Grp,M,SIP-S2-1
7,Grp,M,SIP-S2-1
15,Grp,M,SIP-S2-1
338,Grp,M,SIP-S2-1
19,Grp,M,SIP-S2-1
23,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
16,Grp,M,SIP-S2-1
11,Grp,M,SIP-S2-1
7,Grp,M,SIP-S2-1
120,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
11,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
68,Grp,M,SIP-S2-1
158,Grp,M,SIP-S2-1
214,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
9,Grp,M,SIP-S2-1
10,Grp,M,SIP-S2-1
20,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
244,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
10,Grp,M,SIP-S2-1
97,Grp,M,SIP-S2-1
13,Grp,M,SIP-S2-1
16,Grp,M,SIP-S2-1
21,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
53,Grp,M,SIP-S2-1
9,Grp,M,SIP-S2-1
41,Grp,M,SIP-S2-1
516,Grp,M,SIP-S2-1
120,Grp,M,SIP-S2-1
19,Grp,M,SIP-S2-1
64,Grp,M,SIP-S2-1
12,Grp,M,SIP-S2-1
41,Grp,M,SIP-S2-1
14,Grp,M,SIP-S2-1
39,Grp,M,SIP-S2-1
274,Grp,M,SIP-S2-1
15,Grp,M,SIP-S2-1
18,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
46,Grp,M,SIP-S2-1
15,Grp,M,SIP-S2-1
18,Grp,M,SIP-S2-1
17,Grp,M,SIP-S2-1
45,Grp,M,SIP-S2-1
27,Grp,M,SIP-S2-1
18,Grp,M,SIP-S2-1
34,Grp,M,SIP-S2-1
38,Grp,M,SIP-S2-1
43,Grp,M,SIP-S2-1
37,Grp,M,SIP-S2-1
29,Grp,M,SIP-S2-1
28,Grp,M,SIP-S2-1
31,Grp,M,SIP-S2-1
29,Grp,M,SIP-S2-1
24,Grp,M,SIP-S2-1
9,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
23,Grp,M,SIP-S2-1
15,Grp,M,SIP-S2-1
76,Grp,M,SIP-S2-1
23,Grp,M,SIP-S2-1
89,Grp,M,SIP-S2-1
25,Grp,M,SIP-S2-1
53,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
69,Grp,M,SIP-S2-1
14,Grp,M,SIP-S2-1
7,Grp,M,SIP-S2-1
26,Grp,M,SIP-S2-1
261,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
75,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
249,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
83,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
38,Grp,M,SIP-S2-1
10,Grp,M,SIP-S2-1
27,Grp,M,SIP-S2-1
9,Grp,M,SIP-S2-1
19,Grp,M,SIP-S2-1
35,Grp,M,SIP-S2-1
47,Grp,M,SIP-S2-1
10,Grp,M,SIP-S2-1
24,Grp,M,SIP-S2-1
33,Grp,M,SIP-S2-1
15,Grp,M,SIP-S2-1
21,Grp,M,SIP-S2-1
47,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
13,Grp,M,SIP-S2-1
14,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
7,Grp,M,SIP-S2-1
44,Grp,M,SIP-S2-1
26,Grp,M,SIP-S2-1
21,Grp,M,SIP-S2-1
51,Grp,M,SIP-S2-1
45,Grp,M,SIP-S2-1
11,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
56,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
7,Grp,M,SIP-S2-1
12,Grp,M,SIP-S2-1
48,Grp,M,SIP-S2-1
14,Grp,M,SIP-S2-1
31,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
154,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
10,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
18,Grp,M,SIP-S2-1
26,Grp,M,SIP-S2-1
25,Grp,M,SIP-S2-1
30,Grp,M,SIP-S2-1
44,Grp,M,SIP-S2-1
15,Grp,M,SIP-S2-1
9,Grp,M,SIP-S2-1
20,Grp,M,SIP-S2-1
212,Grp,M,SIP-S2-1
14,Grp,M,SIP-S2-1
75,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
68,Grp,M,SIP-S2-1
11,Grp,M,SIP-S2-1
16,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
7,Grp,M,SIP-S2-1
7,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
25,Grp,M,SIP-S2-1
19,Grp,M,SIP-S2-1
7,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
32,Grp,M,SIP-S2-1
24,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
28,Grp,M,SIP-S2-1
13,Grp,M,SIP-S2-1
7,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
52,Grp,M,SIP-S2-1
7,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
9,Grp,M,SIP-S2-1
11,Grp,M,SIP-S2-1
25,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
36,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
10,Grp,M,SIP-S2-1
9,Grp,M,SIP-S2-1
28,Grp,M,SIP-S2-1
9,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
28,Grp,M,SIP-S2-1
10,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
13,Grp,M,SIP-S2-1
12,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
14,Grp,M,SIP-S2-1
146,Grp,M,SIP-S2-1
7,Grp,M,SIP-S2-1
56,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
37,Grp,M,SIP-S2-1
9,Grp,M,SIP-S2-1
50,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
37,Grp,M,SIP-S2-1
11,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
9,Grp,M,SIP-S2-1
10,Grp,M,SIP-S2-1
61,Grp,M,SIP-S2-1
9,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
33,Grp,M,SIP-S2-1
11,Grp,M,SIP-S2-1
16,Grp,M,SIP-S2-1
61,Grp,M,SIP-S2-1
27,Grp,M,SIP-S2-1
100,Grp,M,SIP-S2-1
13,Grp,M,SIP-S2-1
51,Grp,M,SIP-S2-1
30,Grp,M,SIP-S2-1
43,Grp,M,SIP-S2-1
10,Grp,M,SIP-S2-1
12,Grp,M,SIP-S2-1
47,Grp,M,SIP-S2-1
47,Grp,M,SIP-S2-1
87,Grp,M,SIP-S2-1
54,Grp,M,SIP-S2-1
11,Grp,M,SIP-S2-1
9,Grp,M,SIP-S2-1
14,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
16,Grp,M,SIP-S2-1
54,Grp,M,SIP-S2-1
35,Grp,M,SIP-S2-1
55,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
54,Grp,M,SIP-S2-1
28,Grp,M,SIP-S2-1
9,Grp,M,SIP-S2-1
43,Grp,M,SIP-S2-1
104,Grp,M,SIP-S2-1
58,Grp,M,SIP-S2-1
57,Grp,M,SIP-S2-1
21,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
65,Grp,M,SIP-S2-1
19,Grp,M,SIP-S2-1
57,Grp,M,SIP-S2-1
26,Grp,M,SIP-S2-1
30,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
35,Grp,M,SIP-S2-1
7,Grp,M,SIP-S2-1
119,Grp,M,SIP-S2-1
57,Grp,M,SIP-S2-1
316,Grp,M,SIP-S2-1
12,Grp,M,SIP-S2-1
265,Grp,M,SIP-S2-1
261,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
20,Grp,M,SIP-S2-1
68,Grp,M,SIP-S2-1
58,Grp,M,SIP-S2-1
7,Grp,M,SIP-S2-1
23,Grp,M,SIP-S2-1
53,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
20,Grp,M,SIP-S2-1
11,Grp,M,SIP-S2-1
87,Grp,M,SIP-S2-1
7,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
12,Grp,M,SIP-S2-1
19,Grp,M,SIP-S2-1
66,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
11,Grp,M,SIP-S2-1
116,Grp,M,SIP-S2-1
21,Grp,M,SIP-S2-1
59,Grp,M,SIP-S2-1
30,Grp,M,SIP-S2-1
39,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
36,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
7,Grp,M,SIP-S2-1
11,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
12,Grp,M,SIP-S2-1
14,Grp,M,SIP-S2-1
68,Grp,M,SIP-S2-1
9,Grp,M,SIP-S2-1
9,Grp,M,SIP-S2-1
13,Grp,M,SIP-S2-1
71,Grp,M,SIP-S2-1
15,Grp,M,SIP-S2-1
13,Grp,M,SIP-S2-1
16,Grp,M,SIP-S2-1
7,Grp,M,SIP-S2-1
10,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
91,Grp,M,SIP-S2-1
103,Grp,M,SIP-S2-1
18,Grp,M,SIP-S2-1
10,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
36,Grp,M,SIP-S2-1
11,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
12,Grp,M,SIP-S2-1
205,Grp,M,SIP-S2-1
12,Grp,M,SIP-S2-1
10,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
7,Grp,M,SIP-S2-1
21,Grp,M,SIP-S2-1
55,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
7,Grp,M,SIP-S2-1
12,Grp,M,SIP-S2-1
12,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
11,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
20,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
61,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
182,Grp,M,SIP-S2-1
13,Grp,M,SIP-S2-1
9,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
82,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
175,Grp,M,SIP-S2-1
79,Grp,M,SIP-S2-1
365,Grp,M,SIP-S2-1
9,Grp,M,SIP-S2-1
201,Grp,M,SIP-S2-1
11,Grp,M,SIP-S2-1
41,Grp,M,SIP-S2-1
33,Grp,M,SIP-S2-1
152,Grp,M,SIP-S2-1
152,Grp,M,SIP-S2-1
16,Grp,M,SIP-S2-1
67,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
15,Grp,M,SIP-S2-1
26,Grp,M,SIP-S2-1
11,Grp,M,SIP-S2-1
12,Grp,M,SIP-S2-1
74,Grp,M,SIP-S2-1
155,Grp,M,SIP-S2-1
16,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
25,Grp,M,SIP-S2-1
20,Grp,M,SIP-S2-1
7,Grp,M,SIP-S2-1
13,Grp,M,SIP-S2-1
14,Grp,M,SIP-S2-1
17,Grp,M,SIP-S2-1
10,Grp,M,SIP-S2-1
89,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
19,Grp,M,SIP-S2-1
6,Grp,M,SIP-S2-1
14,Grp,M,SIP-S2-1
20,Grp,M,SIP-S2-1
25,Grp,M,SIP-S2-1
7,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
15,Grp,M,SIP-S2-1
13,Grp,M,SIP-S2-1
28,Grp,M,SIP-S2-1
93,Grp,M,SIP-S2-1
135,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
31,Grp,M,SIP-S2-1
14,Grp,M,SIP-S2-1
10,Grp,M,SIP-S2-1
22,Grp,M,SIP-S2-1
34,Grp,M,SIP-S2-1
43,Grp,M,SIP-S2-1
15,Grp,M,SIP-S2-1
15,Grp,M,SIP-S2-1
23,Grp,M,SIP-S2-1
8,Grp,M,SIP-S2-1
18,Grp,M,SIP-S2-1
153,Grp,M,SIP-S2-1
56,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-1
26,Grp,M,SIP-S2-1
156,Grp,M,SIP-S2-1
62,Grp,M,SIP-S2-1
27,Grp,M,SIP-S2-1
14,Grp,M,SIP-S2-1
11,Grp,M,SIP-S2-1
15,Grp,M,SIP-S2-1
15,Grp,M,SIP-S2-1
106,Grp,M,SIP-S2-1
41,Grp,M,SIP-S2-1
73,Grp,M,SIP-S2-1
40,Grp,M,SIP-S2-1
11,Grp,M,SIP-S2-1
11,Grp,M,SIP-S2-1
16,Grp,M,SIP-S2-1
116,Grp,M,SIP-S2-1
53,Grp,M,SIP-S2-1
17,Grp,M,SIP-S2-1
43,Grp,M,SIP-S2-1
5,Grp,M,SIP-S2-10
23,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
67,Grp,M,SIP-S2-10
11,Grp,M,SIP-S2-10
40,Grp,M,SIP-S2-10
48,Grp,M,SIP-S2-10
24,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
12,Grp,M,SIP-S2-10
7,Grp,M,SIP-S2-10
42,Grp,M,SIP-S2-10
14,Grp,M,SIP-S2-10
20,Grp,M,SIP-S2-10
28,Grp,M,SIP-S2-10
7,Grp,M,SIP-S2-10
21,Grp,M,SIP-S2-10
36,Grp,M,SIP-S2-10
31,Grp,M,SIP-S2-10
28,Grp,M,SIP-S2-10
8,Grp,M,SIP-S2-10
67,Grp,M,SIP-S2-10
29,Grp,M,SIP-S2-10
12,Grp,M,SIP-S2-10
23,Grp,M,SIP-S2-10
27,Grp,M,SIP-S2-10
9,Grp,M,SIP-S2-10
8,Grp,M,SIP-S2-10
10,Grp,M,SIP-S2-10
6,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
45,Grp,M,SIP-S2-10
6,Grp,M,SIP-S2-10
44,Grp,M,SIP-S2-10
13,Grp,M,SIP-S2-10
64,Grp,M,SIP-S2-10
15,Grp,M,SIP-S2-10
82,Grp,M,SIP-S2-10
11,Grp,M,SIP-S2-10
37,Grp,M,SIP-S2-10
52,Grp,M,SIP-S2-10
7,Grp,M,SIP-S2-10
44,Grp,M,SIP-S2-10
20,Grp,M,SIP-S2-10
35,Grp,M,SIP-S2-10
6,Grp,M,SIP-S2-10
45,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
24,Grp,M,SIP-S2-10
17,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
16,Grp,M,SIP-S2-10
12,Grp,M,SIP-S2-10
48,Grp,M,SIP-S2-10
13,Grp,M,SIP-S2-10
85,Grp,M,SIP-S2-10
23,Grp,M,SIP-S2-10
101,Grp,M,SIP-S2-10
19,Grp,M,SIP-S2-10
56,Grp,M,SIP-S2-10
25,Grp,M,SIP-S2-10
106,Grp,M,SIP-S2-10
11,Grp,M,SIP-S2-10
40,Grp,M,SIP-S2-10
8,Grp,M,SIP-S2-10
16,Grp,M,SIP-S2-10
181,Grp,M,SIP-S2-10
14,Grp,M,SIP-S2-10
12,Grp,M,SIP-S2-10
87,Grp,M,SIP-S2-10
6,Grp,M,SIP-S2-10
132,Grp,M,SIP-S2-10
16,Grp,M,SIP-S2-10
13,Grp,M,SIP-S2-10
7,Grp,M,SIP-S2-10
49,Grp,M,SIP-S2-10
6,Grp,M,SIP-S2-10
16,Grp,M,SIP-S2-10
29,Grp,M,SIP-S2-10
79,Grp,M,SIP-S2-10
12,Grp,M,SIP-S2-10
42,Grp,M,SIP-S2-10
6,Grp,M,SIP-S2-10
47,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
27,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
41,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
49,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
19,Grp,M,SIP-S2-10
31,Grp,M,SIP-S2-10
14,Grp,M,SIP-S2-10
12,Grp,M,SIP-S2-10
6,Grp,M,SIP-S2-10
31,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
11,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
10,Grp,M,SIP-S2-10
6,Grp,M,SIP-S2-10
11,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
92,Grp,M,SIP-S2-10
14,Grp,M,SIP-S2-10
21,Grp,M,SIP-S2-10
11,Grp,M,SIP-S2-10
6,Grp,M,SIP-S2-10
14,Grp,M,SIP-S2-10
13,Grp,M,SIP-S2-10
13,Grp,M,SIP-S2-10
67,Grp,M,SIP-S2-10
35,Grp,M,SIP-S2-10
31,Grp,M,SIP-S2-10
17,Grp,M,SIP-S2-10
6,Grp,M,SIP-S2-10
9,Grp,M,SIP-S2-10
12,Grp,M,SIP-S2-10
11,Grp,M,SIP-S2-10
12,Grp,M,SIP-S2-10
29,Grp,M,SIP-S2-10
7,Grp,M,SIP-S2-10
47,Grp,M,SIP-S2-10
8,Grp,M,SIP-S2-10
25,Grp,M,SIP-S2-10
7,Grp,M,SIP-S2-10
27,Grp,M,SIP-S2-10
6,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
64,Grp,M,SIP-S2-10
7,Grp,M,SIP-S2-10
27,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
7,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
6,Grp,M,SIP-S2-10
14,Grp,M,SIP-S2-10
10,Grp,M,SIP-S2-10
14,Grp,M,SIP-S2-10
14,Grp,M,SIP-S2-10
16,Grp,M,SIP-S2-10
10,Grp,M,SIP-S2-10
27,Grp,M,SIP-S2-10
9,Grp,M,SIP-S2-10
24,Grp,M,SIP-S2-10
22,Grp,M,SIP-S2-10
10,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
10,Grp,M,SIP-S2-10
9,Grp,M,SIP-S2-10
16,Grp,M,SIP-S2-10
6,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
8,Grp,M,SIP-S2-10
7,Grp,M,SIP-S2-10
10,Grp,M,SIP-S2-10
18,Grp,M,SIP-S2-10
18,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
28,Grp,M,SIP-S2-10
25,Grp,M,SIP-S2-10
6,Grp,M,SIP-S2-10
6,Grp,M,SIP-S2-10
63,Grp,M,SIP-S2-10
75,Grp,M,SIP-S2-10
5,Grp,M,SIP-S2-10
