removed_ids
2019-08-17 10:00:00|Monitor14.txt|31
2019-08-17 10:00:00|Monitor3.txt|28
2019-08-17 10:00:00|Monitor39.txt|17
2019-08-17 10:00:00|Monitor39.txt|18
2019-08-17 10:00:00|Monitor39.txt|19
2019-08-17 10:00:00|Monitor39.txt|20
2019-08-17 10:00:00|Monitor39.txt|21
2019-08-17 10:00:00|Monitor39.txt|22
2019-08-17 10:00:00|Monitor39.txt|23
2019-08-17 10:00:00|Monitor39.txt|24
2019-08-17 10:00:00|Monitor39.txt|25
2019-08-17 10:00:00|Monitor39.txt|26
2019-08-17 10:00:00|Monitor39.txt|27
2019-08-17 10:00:00|Monitor39.txt|28
2019-08-17 10:00:00|Monitor39.txt|29
2019-08-17 10:00:00|Monitor39.txt|30
2019-08-17 10:00:00|Monitor39.txt|31
2019-08-17 10:00:00|Monitor39.txt|32
2019-08-17 10:00:00|Monitor50.txt|21
2019-08-17 10:00:00|Monitor50.txt|22
