"id","region_id","experiment_id","start_datetime","stop_datetime","status","Sex","Genotype","Temperature","Treatment","Environment","Light","monitor","Sleep_Fraction_All","Batch","Sleep_Time_All","Sleep_Fraction_L","Sleep_Time_L","Sleep_Fraction_D","Sleep_Time_D","Day1_latency","Day1_first_bout_length","Day1_latency_to_longest_bout","Day1_Sleep_Fraction_All","Day1_Sleep_Time_All","Day1_Sleep_Fraction_L","Day1_Sleep_Time_L","Day1_Sleep_Fraction_D","Day1_Sleep_Time_D","Day2_latency","Day2_first_bout_length","Day2_latency_to_longest_bout","Day2_Sleep_Fraction_All","Day2_Sleep_Time_All","Day2_Sleep_Fraction_L","Day2_Sleep_Time_L","Day2_Sleep_Fraction_D","Day2_Sleep_Time_D","n_Bouts_L","mean_Bout_Length_L","n_Bouts_D","mean_Bout_Length_D"
"2019-08-17 10:00:00|Monitor14.txt|01",1,"2019-08-17 10:00:00|Monitor14.txt",2019-08-17T10:00:00Z,2019-08-19T10:20:00Z,"OK","M","SIP-S2-8","21.5C","Iso","2D","12:12","M14",0.577577230128428,"Batch9_2Days",831.711211384936,0.621096460791117,447.189451769604,0.534027777777778,384.5,0,420,74940,0.519777931991673,748.480222068008,0.554785020804438,399.445214979196,0.484722222222222,349,1740,660,58560,0.635669673837613,915.364330326162,0.687933425797504,495.312066574203,0.583333333333333,420,54,15.4444444444444,25,21.82
"2019-08-17 10:00:00|Monitor14.txt|02",2,"2019-08-17 10:00:00|Monitor14.txt",2019-08-17T10:00:00Z,2019-08-19T10:20:00Z,"OK","M","SIP-S2-8","21.5C","Iso","2D","12:12","M14",0.457132939951406,"Batch9_2Days",658.271433530024,0.325468424705066,234.337265787648,0.588888888888889,424,4740,300,53400,0.485773768216516,699.514226231784,0.349514563106796,251.650485436893,0.622222222222222,448,60,420,71100,0.428174878556558,616.571825121444,0.300970873786408,216.699029126214,0.555555555555556,400,37.5,20.6533333333333,32.5,19.5384615384615
"2019-08-17 10:00:00|Monitor14.txt|03",3,"2019-08-17 10:00:00|Monitor14.txt",2019-08-17T10:00:00Z,2019-08-19T10:20:00Z,"OK","M","SIP-S2-8","21.5C","Iso","2D","12:12","M14",0.423811176674766,"Batch9_2Days",610.288094411663,0.419847328244275,302.290076335878,0.427777777777778,308,0,360,54600,0.469812630117974,676.530187369882,0.427184466019417,307.572815533981,0.5125,369,240,300,54480,0.377515614156836,543.622484385843,0.411927877947295,296.588072122053,0.343055555555556,247,43.5,20.1379310344828,14,38.3571428571429
"2019-08-17 10:00:00|Monitor14.txt|04",4,"2019-08-17 10:00:00|Monitor14.txt",2019-08-17T10:00:00Z,2019-08-19T10:20:00Z,"OK","M","SIP-S2-8","21.5C","Iso","2D","12:12","M14",0.588337382853176,"Batch9_2Days",847.205831308573,0.624566273421235,449.687716863289,0.552083333333333,397.5,900,360,68220,0.593337959750174,854.40666204025,0.63245492371706,455.367545076283,0.554166666666667,399,2040,300,64020,0.583622484385843,840.416377515614,0.617198335644938,444.382801664355,0.55,396,39,21.5769230769231,24.5,23.5510204081633
"2019-08-17 10:00:00|Monitor14.txt|05",5,"2019-08-17 10:00:00|Monitor14.txt",2019-08-17T10:00:00Z,2019-08-19T10:20:00Z,"OK","M","SIP-S2-8","21.5C","Iso","2D","12:12","M14",0.582089552238806,"Batch9_2Days",838.208955223881,0.531575294934074,382.734212352533,0.632638888888889,455.5,0,540,53280,0.597501734906315,860.402498265094,0.549237170596394,395.450762829404,0.645833333333333,465,3180,360,53700,0.566273421235253,815.433726578765,0.513176144244105,369.486823855756,0.619444444444445,446,30.5,26.0819672131148,14.5,43.3793103448276
"2019-08-17 10:00:00|Monitor14.txt|06",6,"2019-08-17 10:00:00|Monitor14.txt",2019-08-17T10:00:00Z,2019-08-19T10:20:00Z,"OK","M","SIP-S2-8","21.5C","Iso","2D","12:12","M14",0.467893092676154,"Batch9_2Days",673.766053453662,0.39000693962526,280.804996530187,0.545833333333333,393,5760,780,78120,0.466342817487856,671.533657182512,0.364771151178918,262.635228848821,0.568055555555556,409,3360,960,16740,0.46911866759195,675.530881332408,0.414701803051318,298.585298196949,0.523611111111111,377,42,18.7619047619048,42.5,14.5176470588235
"2019-08-17 10:00:00|Monitor14.txt|07",7,"2019-08-17 10:00:00|Monitor14.txt",2019-08-17T10:00:00Z,2019-08-19T10:20:00Z,"OK","M","SIP-S2-8","21.5C","Iso","2D","12:12","M14",0.69802152030545,"Batch9_2Days",1005.15098923985,0.711311589174185,512.144344205413,0.684722222222222,493,1080,300,69900,0.659958362248439,950.340041637752,0.668515950069348,481.331484049931,0.651388888888889,469,1200,540,21240,0.736294240111034,1060.26370575989,0.754507628294036,543.245492371706,0.718055555555556,517,44,16.6022727272727,25,26.68
"2019-08-17 10:00:00|Monitor14.txt|08",8,"2019-08-17 10:00:00|Monitor14.txt",2019-08-17T10:00:00Z,2019-08-19T10:20:00Z,"OK","M","SIP-S2-8","21.5C","Iso","2D","12:12","M14",0.456785838250607,"Batch9_2Days",657.771607080875,0.340041637751561,244.829979181124,0.573611111111111,413,5460,300,78540,0.436502428868841,628.563497571131,0.292649098474341,210.707350901526,0.580555555555556,418,6120,540,72780,0.477446217904233,687.522553782096,0.388349514563107,279.611650485437,0.566666666666667,408,38.5,21.6103896103896,31.5,18.7936507936508
"2019-08-17 10:00:00|Monitor14.txt|09",9,"2019-08-17 10:00:00|Monitor14.txt",2019-08-17T10:00:00Z,2019-08-19T10:20:00Z,"OK","M","SIP-S2-8","21.5C","Iso","2D","12:12","M14",0.648733078792086,"Batch9_2Days",934.175633460604,0.741845940319223,534.12907702984,0.555555555555556,400,0,540,71220,0.619014573213047,891.380985426787,0.697642163661581,502.302357836339,0.540277777777778,389,2160,1020,71580,0.678695350451076,977.321304649549,0.786407766990291,566.21359223301,0.570833333333333,411,28.5,32.2631578947368,13,38.8461538461539
"2019-08-17 10:00:00|Monitor14.txt|10",10,"2019-08-17 10:00:00|Monitor14.txt",2019-08-17T10:00:00Z,2019-08-19T10:20:00Z,"OK","M","SIP-S2-8","21.5C","Iso","2D","12:12","M14",0.225269003818119,"Batch9_2Days",324.387365498091,0.245662734212353,176.877168632894,0.204861111111111,147.5,0,300,15300,0.173490631505899,249.826509368494,0.199722607489598,143.80027739251,0.147222222222222,106,2460,300,65040,0.276891047883414,398.723108952117,0.29126213592233,209.708737864078,0.2625,189,33,27.8333333333333,22,22.7272727272727
