rowname,factor,Freq,cumFreq,relative,cumProp,d1,d2,d3,TimeofDay
162,162,2,2650,0.000752728641324802,0.997365449755363,Iso,M,CS,Day
171,171,1,2651,0.000376364320662401,0.997741814076026,Iso,M,CS,Day
178,178,1,2652,0.000376364320662401,0.998118178396688,Iso,M,CS,Day
182,182,1,2653,0.000376364320662401,0.99849454271735,Iso,M,CS,Day
185,185,1,2654,0.000376364320662401,0.998870907038013,Iso,M,CS,Day
192,192,1,2655,0.000376364320662401,0.999247271358675,Iso,M,CS,Day
200,200,1,2656,0.000376364320662401,0.999623635679338,Iso,M,CS,Day
204,204,1,2657,0.000376364320662401,1,Iso,M,CS,Day
5,5,185,185,0.123333333333333,0.123333333333333,Iso,M,SIP-S2-8,Night
6,6,118,303,0.0786666666666667,0.202,Iso,M,SIP-S2-8,Night
7,7,101,404,0.0673333333333333,0.269333333333333,Iso,M,SIP-S2-8,Night
8,8,84,488,0.056,0.325333333333333,Iso,M,SIP-S2-8,Night
9,9,76,564,0.0506666666666667,0.376,Iso,M,SIP-S2-8,Night
10,10,55,619,0.0366666666666667,0.412666666666667,Iso,M,SIP-S2-8,Night
11,11,53,672,0.0353333333333333,0.448,Iso,M,SIP-S2-8,Night
12,12,61,733,0.0406666666666667,0.488666666666667,Iso,M,SIP-S2-8,Night
13,13,46,779,0.0306666666666667,0.519333333333333,Iso,M,SIP-S2-8,Night
14,14,42,821,0.028,0.547333333333333,Iso,M,SIP-S2-8,Night
15,15,37,858,0.0246666666666667,0.572,Iso,M,SIP-S2-8,Night
16,16,43,901,0.0286666666666667,0.600666666666667,Iso,M,SIP-S2-8,Night
17,17,23,924,0.0153333333333333,0.616,Iso,M,SIP-S2-8,Night
18,18,40,964,0.0266666666666667,0.642666666666667,Iso,M,SIP-S2-8,Night
19,19,27,991,0.018,0.660666666666667,Iso,M,SIP-S2-8,Night
20,20,19,1010,0.0126666666666667,0.673333333333333,Iso,M,SIP-S2-8,Night
21,21,28,1038,0.0186666666666667,0.692,Iso,M,SIP-S2-8,Night
22,22,17,1055,0.0113333333333333,0.703333333333333,Iso,M,SIP-S2-8,Night
23,23,21,1076,0.014,0.717333333333333,Iso,M,SIP-S2-8,Night
24,24,15,1091,0.01,0.727333333333333,Iso,M,SIP-S2-8,Night
25,25,11,1102,0.00733333333333333,0.734666666666667,Iso,M,SIP-S2-8,Night
26,26,16,1118,0.0106666666666667,0.745333333333333,Iso,M,SIP-S2-8,Night
27,27,16,1134,0.0106666666666667,0.756,Iso,M,SIP-S2-8,Night
28,28,17,1151,0.0113333333333333,0.767333333333333,Iso,M,SIP-S2-8,Night
29,29,14,1165,0.00933333333333333,0.776666666666667,Iso,M,SIP-S2-8,Night
30,30,18,1183,0.012,0.788666666666667,Iso,M,SIP-S2-8,Night
31,31,16,1199,0.0106666666666667,0.799333333333333,Iso,M,SIP-S2-8,Night
32,32,7,1206,0.00466666666666667,0.804,Iso,M,SIP-S2-8,Night
33,33,8,1214,0.00533333333333333,0.809333333333333,Iso,M,SIP-S2-8,Night
34,34,13,1227,0.00866666666666667,0.818,Iso,M,SIP-S2-8,Night
35,35,9,1236,0.006,0.824,Iso,M,SIP-S2-8,Night
36,36,8,1244,0.00533333333333333,0.829333333333333,Iso,M,SIP-S2-8,Night
37,37,10,1254,0.00666666666666667,0.836,Iso,M,SIP-S2-8,Night
38,38,6,1260,0.004,0.84,Iso,M,SIP-S2-8,Night
39,39,13,1273,0.00866666666666667,0.848666666666667,Iso,M,SIP-S2-8,Night
40,40,13,1286,0.00866666666666667,0.857333333333333,Iso,M,SIP-S2-8,Night
41,41,13,1299,0.00866666666666667,0.866,Iso,M,SIP-S2-8,Night
42,42,4,1303,0.00266666666666667,0.868666666666667,Iso,M,SIP-S2-8,Night
43,43,3,1306,0.002,0.870666666666667,Iso,M,SIP-S2-8,Night
44,44,5,1311,0.00333333333333333,0.874,Iso,M,SIP-S2-8,Night
45,45,8,1319,0.00533333333333333,0.879333333333333,Iso,M,SIP-S2-8,Night
46,46,5,1324,0.00333333333333333,0.882666666666667,Iso,M,SIP-S2-8,Night
47,47,5,1329,0.00333333333333333,0.886,Iso,M,SIP-S2-8,Night
48,48,4,1333,0.00266666666666667,0.888666666666667,Iso,M,SIP-S2-8,Night
49,49,8,1341,0.00533333333333333,0.894,Iso,M,SIP-S2-8,Night
50,50,3,1344,0.002,0.896,Iso,M,SIP-S2-8,Night
51,51,7,1351,0.00466666666666667,0.900666666666667,Iso,M,SIP-S2-8,Night
52,52,7,1358,0.00466666666666667,0.905333333333333,Iso,M,SIP-S2-8,Night
53,53,1,1359,0.000666666666666667,0.906,Iso,M,SIP-S2-8,Night
54,54,3,1362,0.002,0.908,Iso,M,SIP-S2-8,Night
55,55,4,1366,0.00266666666666667,0.910666666666667,Iso,M,SIP-S2-8,Night
56,56,7,1373,0.00466666666666667,0.915333333333333,Iso,M,SIP-S2-8,Night
57,57,1,1374,0.000666666666666667,0.916,Iso,M,SIP-S2-8,Night
58,58,4,1378,0.00266666666666667,0.918666666666667,Iso,M,SIP-S2-8,Night
59,59,3,1381,0.002,0.920666666666667,Iso,M,SIP-S2-8,Night
60,60,3,1384,0.002,0.922666666666667,Iso,M,SIP-S2-8,Night
61,61,2,1386,0.00133333333333333,0.924,Iso,M,SIP-S2-8,Night
62,62,3,1389,0.002,0.926,Iso,M,SIP-S2-8,Night
63,63,4,1393,0.00266666666666667,0.928666666666667,Iso,M,SIP-S2-8,Night
64,64,3,1396,0.002,0.930666666666667,Iso,M,SIP-S2-8,Night
65,65,2,1398,0.00133333333333333,0.932,Iso,M,SIP-S2-8,Night
66,66,1,1399,0.000666666666666667,0.932666666666667,Iso,M,SIP-S2-8,Night
67,67,3,1402,0.002,0.934666666666667,Iso,M,SIP-S2-8,Night
68,68,1,1403,0.000666666666666667,0.935333333333333,Iso,M,SIP-S2-8,Night
69,69,3,1406,0.002,0.937333333333333,Iso,M,SIP-S2-8,Night
70,70,3,1409,0.002,0.939333333333333,Iso,M,SIP-S2-8,Night
71,71,1,1410,0.000666666666666667,0.94,Iso,M,SIP-S2-8,Night
72,72,2,1412,0.00133333333333333,0.941333333333333,Iso,M,SIP-S2-8,Night
73,73,3,1415,0.002,0.943333333333333,Iso,M,SIP-S2-8,Night
74,74,1,1416,0.000666666666666667,0.944,Iso,M,SIP-S2-8,Night
75,75,1,1417,0.000666666666666667,0.944666666666667,Iso,M,SIP-S2-8,Night
77,77,2,1419,0.00133333333333333,0.946,Iso,M,SIP-S2-8,Night
78,78,2,1421,0.00133333333333333,0.947333333333333,Iso,M,SIP-S2-8,Night
79,79,3,1424,0.002,0.949333333333333,Iso,M,SIP-S2-8,Night
80,80,3,1427,0.002,0.951333333333333,Iso,M,SIP-S2-8,Night
81,81,2,1429,0.00133333333333333,0.952666666666667,Iso,M,SIP-S2-8,Night
83,83,1,1430,0.000666666666666667,0.953333333333333,Iso,M,SIP-S2-8,Night
84,84,1,1431,0.000666666666666667,0.954,Iso,M,SIP-S2-8,Night
85,85,2,1433,0.00133333333333333,0.955333333333333,Iso,M,SIP-S2-8,Night
87,87,3,1436,0.002,0.957333333333333,Iso,M,SIP-S2-8,Night
88,88,2,1438,0.00133333333333333,0.958666666666667,Iso,M,SIP-S2-8,Night
90,90,1,1439,0.000666666666666667,0.959333333333333,Iso,M,SIP-S2-8,Night
92,92,2,1441,0.00133333333333333,0.960666666666667,Iso,M,SIP-S2-8,Night
94,94,2,1443,0.00133333333333333,0.962,Iso,M,SIP-S2-8,Night
95,95,1,1444,0.000666666666666667,0.962666666666667,Iso,M,SIP-S2-8,Night
96,96,1,1445,0.000666666666666667,0.963333333333333,Iso,M,SIP-S2-8,Night
99,99,3,1448,0.002,0.965333333333333,Iso,M,SIP-S2-8,Night
100,100,2,1450,0.00133333333333333,0.966666666666667,Iso,M,SIP-S2-8,Night
101,101,2,1452,0.00133333333333333,0.968,Iso,M,SIP-S2-8,Night
103,103,1,1453,0.000666666666666667,0.968666666666667,Iso,M,SIP-S2-8,Night
106,106,1,1454,0.000666666666666667,0.969333333333333,Iso,M,SIP-S2-8,Night
107,107,2,1456,0.00133333333333333,0.970666666666667,Iso,M,SIP-S2-8,Night
109,109,2,1458,0.00133333333333333,0.972,Iso,M,SIP-S2-8,Night
110,110,1,1459,0.000666666666666667,0.972666666666667,Iso,M,SIP-S2-8,Night
112,112,1,1460,0.000666666666666667,0.973333333333333,Iso,M,SIP-S2-8,Night
113,113,1,1461,0.000666666666666667,0.974,Iso,M,SIP-S2-8,Night
114,114,1,1462,0.000666666666666667,0.974666666666667,Iso,M,SIP-S2-8,Night
115,115,3,1465,0.002,0.976666666666667,Iso,M,SIP-S2-8,Night
116,116,2,1467,0.00133333333333333,0.978,Iso,M,SIP-S2-8,Night
117,117,1,1468,0.000666666666666667,0.978666666666667,Iso,M,SIP-S2-8,Night
123,123,1,1469,0.000666666666666667,0.979333333333333,Iso,M,SIP-S2-8,Night
124,124,1,1470,0.000666666666666667,0.98,Iso,M,SIP-S2-8,Night
129,129,2,1472,0.00133333333333333,0.981333333333333,Iso,M,SIP-S2-8,Night
133,133,1,1473,0.000666666666666667,0.982,Iso,M,SIP-S2-8,Night
138,138,1,1474,0.000666666666666667,0.982666666666667,Iso,M,SIP-S2-8,Night
141,141,1,1475,0.000666666666666667,0.983333333333333,Iso,M,SIP-S2-8,Night
142,142,1,1476,0.000666666666666667,0.984,Iso,M,SIP-S2-8,Night
144,144,1,1477,0.000666666666666667,0.984666666666667,Iso,M,SIP-S2-8,Night
148,148,1,1478,0.000666666666666667,0.985333333333333,Iso,M,SIP-S2-8,Night
150,150,1,1479,0.000666666666666667,0.986,Iso,M,SIP-S2-8,Night
151,151,1,1480,0.000666666666666667,0.986666666666667,Iso,M,SIP-S2-8,Night
156,156,1,1481,0.000666666666666667,0.987333333333333,Iso,M,SIP-S2-8,Night
157,157,1,1482,0.000666666666666667,0.988,Iso,M,SIP-S2-8,Night
161,161,1,1483,0.000666666666666667,0.988666666666667,Iso,M,SIP-S2-8,Night
165,165,1,1484,0.000666666666666667,0.989333333333333,Iso,M,SIP-S2-8,Night
174,174,2,1486,0.00133333333333333,0.990666666666667,Iso,M,SIP-S2-8,Night
175,175,1,1487,0.000666666666666667,0.991333333333333,Iso,M,SIP-S2-8,Night
182,182,1,1488,0.000666666666666667,0.992,Iso,M,SIP-S2-8,Night
189,189,1,1489,0.000666666666666667,0.992666666666667,Iso,M,SIP-S2-8,Night
192,192,1,1490,0.000666666666666667,0.993333333333333,Iso,M,SIP-S2-8,Night
193,193,1,1491,0.000666666666666667,0.994,Iso,M,SIP-S2-8,Night
211,211,1,1492,0.000666666666666667,0.994666666666667,Iso,M,SIP-S2-8,Night
213,213,1,1493,0.000666666666666667,0.995333333333333,Iso,M,SIP-S2-8,Night
236,236,1,1494,0.000666666666666667,0.996,Iso,M,SIP-S2-8,Night
240,240,1,1495,0.000666666666666667,0.996666666666667,Iso,M,SIP-S2-8,Night
252,252,1,1496,0.000666666666666667,0.997333333333333,Iso,M,SIP-S2-8,Night
291,291,1,1497,0.000666666666666667,0.998,Iso,M,SIP-S2-8,Night
294,294,1,1498,0.000666666666666667,0.998666666666667,Iso,M,SIP-S2-8,Night
325,325,1,1499,0.000666666666666667,0.999333333333333,Iso,M,SIP-S2-8,Night
332,332,1,1500,0.000666666666666667,1,Iso,M,SIP-S2-8,Night
5,5,125,125,0.0919793966151582,0.0919793966151582,Grp,M,SIP-S2-8,Night
6,6,92,217,0.0676968359087564,0.159676232523915,Grp,M,SIP-S2-8,Night
7,7,82,299,0.0603384841795438,0.220014716703458,Grp,M,SIP-S2-8,Night
8,8,76,375,0.0559234731420162,0.275938189845475,Grp,M,SIP-S2-8,Night
9,9,67,442,0.0493009565857248,0.325239146431199,Grp,M,SIP-S2-8,Night
10,10,55,497,0.0404709345106696,0.365710080941869,Grp,M,SIP-S2-8,Night
11,11,50,547,0.0367917586460633,0.402501839587932,Grp,M,SIP-S2-8,Night
12,12,41,588,0.0301692420897719,0.432671081677704,Grp,M,SIP-S2-8,Night
13,13,36,624,0.0264900662251656,0.45916114790287,Grp,M,SIP-S2-8,Night
14,14,44,668,0.0323767476085357,0.491537895511406,Grp,M,SIP-S2-8,Night
15,15,28,696,0.0206033848417954,0.512141280353201,Grp,M,SIP-S2-8,Night
16,16,34,730,0.025018395879323,0.537159676232524,Grp,M,SIP-S2-8,Night
17,17,27,757,0.0198675496688742,0.557027225901398,Grp,M,SIP-S2-8,Night
18,18,34,791,0.025018395879323,0.582045621780721,Grp,M,SIP-S2-8,Night
19,19,29,820,0.0213392200147167,0.603384841795438,Grp,M,SIP-S2-8,Night
20,20,22,842,0.0161883738042678,0.619573215599706,Grp,M,SIP-S2-8,Night
21,21,21,863,0.0154525386313466,0.635025754231052,Grp,M,SIP-S2-8,Night
22,22,20,883,0.0147167034584253,0.649742457689478,Grp,M,SIP-S2-8,Night
23,23,23,906,0.0169242089771891,0.666666666666667,Grp,M,SIP-S2-8,Night
24,24,25,931,0.0183958793230316,0.685062545989698,Grp,M,SIP-S2-8,Night
25,25,18,949,0.0132450331125828,0.698307579102281,Grp,M,SIP-S2-8,Night
26,26,17,966,0.0125091979396615,0.710816777041943,Grp,M,SIP-S2-8,Night
27,27,20,986,0.0147167034584253,0.725533480500368,Grp,M,SIP-S2-8,Night
28,28,10,996,0.00735835172921266,0.732891832229581,Grp,M,SIP-S2-8,Night
29,29,15,1011,0.011037527593819,0.7439293598234,Grp,M,SIP-S2-8,Night
30,30,13,1024,0.00956585724797645,0.753495217071376,Grp,M,SIP-S2-8,Night
31,31,10,1034,0.00735835172921266,0.760853568800589,Grp,M,SIP-S2-8,Night
32,32,10,1044,0.00735835172921266,0.768211920529801,Grp,M,SIP-S2-8,Night
33,33,11,1055,0.00809418690213392,0.776306107431935,Grp,M,SIP-S2-8,Night
34,34,8,1063,0.00588668138337013,0.782192788815305,Grp,M,SIP-S2-8,Night
35,35,8,1071,0.00588668138337013,0.788079470198676,Grp,M,SIP-S2-8,Night
36,36,8,1079,0.00588668138337013,0.793966151582046,Grp,M,SIP-S2-8,Night
37,37,7,1086,0.00515084621044886,0.799116997792495,Grp,M,SIP-S2-8,Night
38,38,10,1096,0.00735835172921266,0.806475349521707,Grp,M,SIP-S2-8,Night
39,39,6,1102,0.00441501103752759,0.810890360559235,Grp,M,SIP-S2-8,Night
40,40,14,1116,0.0103016924208977,0.821192052980132,Grp,M,SIP-S2-8,Night
41,41,2,1118,0.00147167034584253,0.822663723325975,Grp,M,SIP-S2-8,Night
42,42,7,1125,0.00515084621044886,0.827814569536424,Grp,M,SIP-S2-8,Night
43,43,12,1137,0.00883002207505519,0.836644591611479,Grp,M,SIP-S2-8,Night
44,44,11,1148,0.00809418690213392,0.844738778513613,Grp,M,SIP-S2-8,Night
45,45,8,1156,0.00588668138337013,0.850625459896983,Grp,M,SIP-S2-8,Night
46,46,8,1164,0.00588668138337013,0.856512141280353,Grp,M,SIP-S2-8,Night
47,47,13,1177,0.00956585724797645,0.86607799852833,Grp,M,SIP-S2-8,Night
48,48,8,1185,0.00588668138337013,0.8719646799117,Grp,M,SIP-S2-8,Night
49,49,3,1188,0.0022075055187638,0.874172185430464,Grp,M,SIP-S2-8,Night
50,50,4,1192,0.00294334069168506,0.877115526122149,Grp,M,SIP-S2-8,Night
51,51,4,1196,0.00294334069168506,0.880058866813834,Grp,M,SIP-S2-8,Night
52,52,2,1198,0.00147167034584253,0.881530537159676,Grp,M,SIP-S2-8,Night
53,53,4,1202,0.00294334069168506,0.884473877851361,Grp,M,SIP-S2-8,Night
54,54,5,1207,0.00367917586460633,0.888153053715968,Grp,M,SIP-S2-8,Night
55,55,4,1211,0.00294334069168506,0.891096394407653,Grp,M,SIP-S2-8,Night
56,56,6,1217,0.00441501103752759,0.89551140544518,Grp,M,SIP-S2-8,Night
57,57,3,1220,0.0022075055187638,0.897718910963944,Grp,M,SIP-S2-8,Night
58,58,5,1225,0.00367917586460633,0.90139808682855,Grp,M,SIP-S2-8,Night
59,59,4,1229,0.00294334069168506,0.904341427520236,Grp,M,SIP-S2-8,Night
60,60,6,1235,0.00441501103752759,0.908756438557763,Grp,M,SIP-S2-8,Night
61,61,4,1239,0.00294334069168506,0.911699779249448,Grp,M,SIP-S2-8,Night
62,62,4,1243,0.00294334069168506,0.914643119941133,Grp,M,SIP-S2-8,Night
63,63,3,1246,0.0022075055187638,0.916850625459897,Grp,M,SIP-S2-8,Night
64,64,4,1250,0.00294334069168506,0.919793966151582,Grp,M,SIP-S2-8,Night
65,65,3,1253,0.0022075055187638,0.922001471670346,Grp,M,SIP-S2-8,Night
66,66,2,1255,0.00147167034584253,0.923473142016188,Grp,M,SIP-S2-8,Night
67,67,4,1259,0.00294334069168506,0.926416482707874,Grp,M,SIP-S2-8,Night
68,68,4,1263,0.00294334069168506,0.929359823399558,Grp,M,SIP-S2-8,Night
69,69,1,1264,0.000735835172921266,0.93009565857248,Grp,M,SIP-S2-8,Night
70,70,1,1265,0.000735835172921266,0.930831493745401,Grp,M,SIP-S2-8,Night
71,71,2,1267,0.00147167034584253,0.932303164091244,Grp,M,SIP-S2-8,Night
72,72,2,1269,0.00147167034584253,0.933774834437086,Grp,M,SIP-S2-8,Night
73,73,4,1273,0.00294334069168506,0.936718175128771,Grp,M,SIP-S2-8,Night
75,75,3,1276,0.0022075055187638,0.938925680647535,Grp,M,SIP-S2-8,Night
76,76,3,1279,0.0022075055187638,0.941133186166299,Grp,M,SIP-S2-8,Night
77,77,1,1280,0.000735835172921266,0.94186902133922,Grp,M,SIP-S2-8,Night
78,78,1,1281,0.000735835172921266,0.942604856512141,Grp,M,SIP-S2-8,Night
79,79,2,1283,0.00147167034584253,0.944076526857984,Grp,M,SIP-S2-8,Night
80,80,3,1286,0.0022075055187638,0.946284032376748,Grp,M,SIP-S2-8,Night
82,82,2,1288,0.00147167034584253,0.94775570272259,Grp,M,SIP-S2-8,Night
83,83,1,1289,0.000735835172921266,0.948491537895512,Grp,M,SIP-S2-8,Night
84,84,5,1294,0.00367917586460633,0.952170713760118,Grp,M,SIP-S2-8,Night
85,85,1,1295,0.000735835172921266,0.952906548933039,Grp,M,SIP-S2-8,Night
86,86,1,1296,0.000735835172921266,0.95364238410596,Grp,M,SIP-S2-8,Night
87,87,3,1299,0.0022075055187638,0.955849889624724,Grp,M,SIP-S2-8,Night
88,88,1,1300,0.000735835172921266,0.956585724797645,Grp,M,SIP-S2-8,Night
91,91,3,1303,0.0022075055187638,0.958793230316409,Grp,M,SIP-S2-8,Night
93,93,2,1305,0.00147167034584253,0.960264900662252,Grp,M,SIP-S2-8,Night
94,94,1,1306,0.000735835172921266,0.961000735835173,Grp,M,SIP-S2-8,Night
95,95,1,1307,0.000735835172921266,0.961736571008094,Grp,M,SIP-S2-8,Night
96,96,2,1309,0.00147167034584253,0.963208241353937,Grp,M,SIP-S2-8,Night
100,100,3,1312,0.0022075055187638,0.965415746872701,Grp,M,SIP-S2-8,Night
103,103,1,1313,0.000735835172921266,0.966151582045622,Grp,M,SIP-S2-8,Night
105,105,1,1314,0.000735835172921266,0.966887417218543,Grp,M,SIP-S2-8,Night
106,106,1,1315,0.000735835172921266,0.967623252391464,Grp,M,SIP-S2-8,Night
109,109,2,1317,0.00147167034584253,0.969094922737307,Grp,M,SIP-S2-8,Night
112,112,3,1320,0.0022075055187638,0.971302428256071,Grp,M,SIP-S2-8,Night
113,113,3,1323,0.0022075055187638,0.973509933774834,Grp,M,SIP-S2-8,Night
115,115,1,1324,0.000735835172921266,0.974245768947756,Grp,M,SIP-S2-8,Night
117,117,1,1325,0.000735835172921266,0.974981604120677,Grp,M,SIP-S2-8,Night
122,122,1,1326,0.000735835172921266,0.975717439293598,Grp,M,SIP-S2-8,Night
123,123,1,1327,0.000735835172921266,0.97645327446652,Grp,M,SIP-S2-8,Night
125,125,1,1328,0.000735835172921266,0.977189109639441,Grp,M,SIP-S2-8,Night
126,126,1,1329,0.000735835172921266,0.977924944812362,Grp,M,SIP-S2-8,Night
127,127,1,1330,0.000735835172921266,0.978660779985283,Grp,M,SIP-S2-8,Night
130,130,1,1331,0.000735835172921266,0.979396615158205,Grp,M,SIP-S2-8,Night
131,131,1,1332,0.000735835172921266,0.980132450331126,Grp,M,SIP-S2-8,Night
134,134,1,1333,0.000735835172921266,0.980868285504047,Grp,M,SIP-S2-8,Night
137,137,1,1334,0.000735835172921266,0.981604120676968,Grp,M,SIP-S2-8,Night
138,138,1,1335,0.000735835172921266,0.98233995584989,Grp,M,SIP-S2-8,Night
142,142,1,1336,0.000735835172921266,0.983075791022811,Grp,M,SIP-S2-8,Night
143,143,1,1337,0.000735835172921266,0.983811626195732,Grp,M,SIP-S2-8,Night
144,144,1,1338,0.000735835172921266,0.984547461368653,Grp,M,SIP-S2-8,Night
148,148,1,1339,0.000735835172921266,0.985283296541575,Grp,M,SIP-S2-8,Night
151,151,1,1340,0.000735835172921266,0.986019131714496,Grp,M,SIP-S2-8,Night
153,153,1,1341,0.000735835172921266,0.986754966887417,Grp,M,SIP-S2-8,Night
159,159,1,1342,0.000735835172921266,0.987490802060339,Grp,M,SIP-S2-8,Night
160,160,1,1343,0.000735835172921266,0.98822663723326,Grp,M,SIP-S2-8,Night
180,180,1,1344,0.000735835172921266,0.988962472406181,Grp,M,SIP-S2-8,Night
187,187,1,1345,0.000735835172921266,0.989698307579102,Grp,M,SIP-S2-8,Night
195,195,1,1346,0.000735835172921266,0.990434142752024,Grp,M,SIP-S2-8,Night
209,209,1,1347,0.000735835172921266,0.991169977924945,Grp,M,SIP-S2-8,Night
212,212,1,1348,0.000735835172921266,0.991905813097866,Grp,M,SIP-S2-8,Night
217,217,1,1349,0.000735835172921266,0.992641648270787,Grp,M,SIP-S2-8,Night
234,234,1,1350,0.000735835172921266,0.993377483443709,Grp,M,SIP-S2-8,Night
239,239,2,1352,0.00147167034584253,0.994849153789551,Grp,M,SIP-S2-8,Night
247,247,1,1353,0.000735835172921266,0.995584988962472,Grp,M,SIP-S2-8,Night
255,255,1,1354,0.000735835172921266,0.996320824135394,Grp,M,SIP-S2-8,Night
273,273,1,1355,0.000735835172921266,0.997056659308315,Grp,M,SIP-S2-8,Night
297,297,1,1356,0.000735835172921266,0.997792494481236,Grp,M,SIP-S2-8,Night
307,307,1,1357,0.000735835172921266,0.998528329654157,Grp,M,SIP-S2-8,Night
310,310,1,1358,0.000735835172921266,0.999264164827079,Grp,M,SIP-S2-8,Night
316,316,1,1359,0.000735835172921266,1,Grp,M,SIP-S2-8,Night
5,5,79,79,0.0996216897856242,0.0996216897856242,Iso,M,SIP-S2-1,Night
6,6,77,156,0.0970996216897856,0.19672131147541,Iso,M,SIP-S2-1,Night
7,7,47,203,0.0592686002522068,0.255989911727617,Iso,M,SIP-S2-1,Night
8,8,42,245,0.0529634300126103,0.308953341740227,Iso,M,SIP-S2-1,Night
9,9,33,278,0.0416141235813367,0.350567465321564,Iso,M,SIP-S2-1,Night
10,10,35,313,0.0441361916771753,0.394703656998739,Iso,M,SIP-S2-1,Night
11,11,17,330,0.021437578814628,0.416141235813367,Iso,M,SIP-S2-1,Night
12,12,22,352,0.0277427490542245,0.443883984867591,Iso,M,SIP-S2-1,Night
13,13,23,375,0.0290037831021438,0.472887767969735,Iso,M,SIP-S2-1,Night
14,14,26,401,0.0327868852459016,0.505674653215637,Iso,M,SIP-S2-1,Night
15,15,11,412,0.0138713745271122,0.519546027742749,Iso,M,SIP-S2-1,Night
16,16,11,423,0.0138713745271122,0.533417402269861,Iso,M,SIP-S2-1,Night
17,17,14,437,0.0176544766708701,0.551071878940731,Iso,M,SIP-S2-1,Night
18,18,14,451,0.0176544766708701,0.568726355611602,Iso,M,SIP-S2-1,Night
19,19,15,466,0.0189155107187894,0.587641866330391,Iso,M,SIP-S2-1,Night
20,20,11,477,0.0138713745271122,0.601513240857503,Iso,M,SIP-S2-1,Night
21,21,12,489,0.0151324085750315,0.616645649432535,Iso,M,SIP-S2-1,Night
22,22,7,496,0.00882723833543506,0.62547288776797,Iso,M,SIP-S2-1,Night
23,23,13,509,0.0163934426229508,0.641866330390921,Iso,M,SIP-S2-1,Night
24,24,7,516,0.00882723833543506,0.650693568726356,Iso,M,SIP-S2-1,Night
25,25,7,523,0.00882723833543506,0.659520807061791,Iso,M,SIP-S2-1,Night
26,26,9,532,0.0113493064312736,0.670870113493064,Iso,M,SIP-S2-1,Night
27,27,2,534,0.00252206809583859,0.673392181588903,Iso,M,SIP-S2-1,Night
28,28,9,543,0.0113493064312736,0.684741488020177,Iso,M,SIP-S2-1,Night
29,29,5,548,0.00630517023959647,0.691046658259773,Iso,M,SIP-S2-1,Night
30,30,4,552,0.00504413619167718,0.69609079445145,Iso,M,SIP-S2-1,Night
31,31,9,561,0.0113493064312736,0.707440100882724,Iso,M,SIP-S2-1,Night
32,32,2,563,0.00252206809583859,0.709962168978563,Iso,M,SIP-S2-1,Night
33,33,4,567,0.00504413619167718,0.71500630517024,Iso,M,SIP-S2-1,Night
34,34,3,570,0.00378310214375788,0.718789407313998,Iso,M,SIP-S2-1,Night
35,35,2,572,0.00252206809583859,0.721311475409836,Iso,M,SIP-S2-1,Night
36,36,8,580,0.0100882723833544,0.73139974779319,Iso,M,SIP-S2-1,Night
37,37,8,588,0.0100882723833544,0.741488020176545,Iso,M,SIP-S2-1,Night
38,38,5,593,0.00630517023959647,0.747793190416141,Iso,M,SIP-S2-1,Night
39,39,8,601,0.0100882723833544,0.757881462799496,Iso,M,SIP-S2-1,Night
40,40,6,607,0.00756620428751576,0.765447667087011,Iso,M,SIP-S2-1,Night
41,41,6,613,0.00756620428751576,0.773013871374527,Iso,M,SIP-S2-1,Night
42,42,5,618,0.00630517023959647,0.779319041614124,Iso,M,SIP-S2-1,Night
43,43,6,624,0.00756620428751576,0.786885245901639,Iso,M,SIP-S2-1,Night
44,44,9,633,0.0113493064312736,0.798234552332913,Iso,M,SIP-S2-1,Night
45,45,3,636,0.00378310214375788,0.802017654476671,Iso,M,SIP-S2-1,Night
46,46,3,639,0.00378310214375788,0.805800756620429,Iso,M,SIP-S2-1,Night
47,47,3,642,0.00378310214375788,0.809583858764187,Iso,M,SIP-S2-1,Night
49,49,9,651,0.0113493064312736,0.82093316519546,Iso,M,SIP-S2-1,Night
51,51,2,653,0.00252206809583859,0.823455233291299,Iso,M,SIP-S2-1,Night
52,52,4,657,0.00504413619167718,0.828499369482976,Iso,M,SIP-S2-1,Night
53,53,4,661,0.00504413619167718,0.833543505674653,Iso,M,SIP-S2-1,Night
54,54,3,664,0.00378310214375788,0.837326607818411,Iso,M,SIP-S2-1,Night
55,55,2,666,0.00252206809583859,0.83984867591425,Iso,M,SIP-S2-1,Night
56,56,2,668,0.00252206809583859,0.842370744010088,Iso,M,SIP-S2-1,Night
57,57,1,669,0.00126103404791929,0.843631778058008,Iso,M,SIP-S2-1,Night
58,58,1,670,0.00126103404791929,0.844892812105927,Iso,M,SIP-S2-1,Night
59,59,1,671,0.00126103404791929,0.846153846153846,Iso,M,SIP-S2-1,Night
60,60,5,676,0.00630517023959647,0.852459016393443,Iso,M,SIP-S2-1,Night
61,61,6,682,0.00756620428751576,0.860025220680958,Iso,M,SIP-S2-1,Night
62,62,1,683,0.00126103404791929,0.861286254728878,Iso,M,SIP-S2-1,Night
63,63,1,684,0.00126103404791929,0.862547288776797,Iso,M,SIP-S2-1,Night
64,64,3,687,0.00378310214375788,0.866330390920555,Iso,M,SIP-S2-1,Night
65,65,2,689,0.00252206809583859,0.868852459016394,Iso,M,SIP-S2-1,Night
66,66,1,690,0.00126103404791929,0.870113493064313,Iso,M,SIP-S2-1,Night
