seq_len,Sex,Genotype,Temperature,Treatment,Environment,Light,Batch,Sleep_Time_All,Sleep_Time_L,Sleep_Time_D,n_Bouts_L,mean_Bout_Length_L,n_Bouts_D,mean_Bout_Length_D
1,M,SIP-L2-1,21.5C,Iso,2D,12:12,Batch9_2Days,1.2829465722295,1.61377208516947,1.05985113592179,0.551994301994302,1.69033969912893,0.563191153238547,1.68660656435944
1,M,SIP-L2-1,21.5C,Iso,2D,12:12,Batch9_2Days,1.10091727901538,1.47077962192661,0.851496972726768,0.905270655270655,1.02629025926892,2.52211690363349,0.365944175059665
1,M,SIP-L2-1,21.5C,Iso,2D,12:12,Batch9_2Days,0.920944813973161,0.998393805856431,0.868716325056935,0.485754985754986,2.01934521166335,1.15086887835703,0.805472450500293
1,M,SIP-L2-1,21.5C,Iso,2D,12:12,Batch9_2Days,1.26700615389719,1.38013261397801,1.19071821363106,0.52991452991453,1.78083628083681,0.269352290679305,3.52904031854502
1,M,SIP-L2-1,21.5C,Iso,2D,12:12,Batch9_2Days,1.03304194934231,1.10691487171039,0.983225018052547,0.441595441595442,2.2002106838733,1.07740916271722,0.867888987687506
1,M,SIP-L2-1,21.5C,Iso,2D,12:12,Batch9_2Days,0.574369267006154,0.547712202957045,0.592345720157752,0.441595441595442,2.34016936622639,2.10584518167457,0.410789453378301
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,0.960024549239471,1.13372595856843,0.842887296561684,0.872150997150997,1.09040900747119,1.22432859399684,0.76649156153781
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,0.809361885646989,0.930727729500433,0.727517635949564,0.938390313390313,1.03114404304161,1.93443917851501,0.47468104259556
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,1.0772637550384,1.15543017173922,1.02455146364495,0.839031339031339,1.12790698172496,1.22432859399684,0.75989335584308
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,0.752284903876458,0.518347679255385,0.910042770649336,0.872150997150997,1.10793479864648,1.51816745655608,0.615477789266488
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,1.11737190439066,1.38396276924344,0.937593734377604,0.706552706552707,1.34221128842647,0.979462875197472,0.972548026879484
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,0.988305936603248,1.19500844281537,0.848914069877243,0.9494301994302,0.997454975509642,1.32227488151659,0.708696167211748
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,1.03407036342827,1.07499691116511,1.00647114369827,0.52991452991453,1.86736987476479,1.07740916271722,0.84914408514566
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,0.963109791497337,0.764754334664965,1.09687274343165,0.982549857549858,0.982771368655501,1.12638230647709,0.811029449977238
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,1.02584305074062,0.96775256373296,1.06501694162084,0.927350427350427,1.03481995554461,1.12638230647709,0.825971038959869
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,1.31585582298008,1.60100490095136,1.12356273954341,0.607193732193732,1.53448346165421,0.881516587677725,1.07144474417897
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,0.833015409623965,0.947325068983979,0.75592956729434,0.794871794871795,1.21481460847694,1.59162717219589,0.569306722122223
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,1.06543699304991,0.972859437420205,1.12786757762595,0.706552706552707,1.37513167742082,0.857030015797788,1.07220842539364
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,1.08909051702689,1.27033482970224,0.966866633338888,0.938390313390313,0.97519598026669,1.61611374407583,0.590672706763083
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,0.996019042247914,0.89880976895515,1.06157307115481,0.783831908831909,1.2539687487519,1.00394944707741,0.909264931103046
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,1.2366679383615,1.41843416663235,1.11409209576182,0.596153846153846,1.57293270251063,1.05292259083728,0.890629896585173
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,1.07932058321031,1.16309048227009,1.02282952841193,0.717592592592593,1.33452745257768,1.44470774091627,0.636521820550937
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,1.0772637550384,1.12351221119394,1.04607565405766,0.850071225071225,1.11482240489041,0.979462875197472,0.965674895947474
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,0.895234461824274,0.731559655697871,1.00561017608176,1.00462962962963,0.943311265676503,1.90995260663507,0.481824101746581
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,1.25003732147893,1.38651620608706,1.15800144420374,0.772792022792023,1.18502650864859,0.661137440758294,1.45914024082534
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,0.819131819463566,0.734113092541494,0.87646503360551,0.905270655270655,1.07253939112439,1.71406003159558,0.527070954900461
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,1.11222983396089,1.36864214818171,0.93931566961062,0.706552706552707,1.34785478368265,2.25276461295419,0.401629911853135
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,1.04795395358867,1.15926032700465,0.972893406654446,0.9494301994302,1.00445465954831,0.881516587677725,1.05769848231495
1,M,SIP-L2-2,21.5C,Iso,2D,12:12,Batch9_2Days,1.03407036342827,1.33544746921461,0.830833749930567,0.872150997150997,1.08736104378854,1.64060031595577,0.558877870411838
